scenario,seed,dataset,detector_profile,status,tp,fp,tn,fn,precision,recall,f1,roc_auc
realistic-speed-range,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
realistic-speed-range,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,0,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,1,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,2,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,3,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,4,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,5,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,6,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,7,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,8,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,9,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,10,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,11,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,12,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,13,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,14,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,15,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,16,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,17,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,18,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,19,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
replay-attack,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,0,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,1,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,2,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,3,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,4,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,5,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,6,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,7,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,8,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,9,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,10,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,11,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,12,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,13,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,14,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,15,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,16,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,17,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,18,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,19,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
